Term,Course Code,Course Number,Section Number,Title,Instructor,A,A-,B+,B,B-,C+,C,C-,D+,D,F,I,W,AU,CR,NC,X,NR,IP,Total,GPA
Winter 2015,SOC,356,2,Sociology of Health Care,"Wheatley, Elizabeth E",0,1,9,9,6,3,0,0,1,1,1,0,1,0,0,0,0,0,0,32,2.77
Winter 2015,SOC,356,3,Sociology of Health Care,"Underwood, Kimberly J",25,7,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,40,3.72
Winter 2015,SOC,357,1,Sociology of Religion,"Lundskow, George",3,4,4,8,6,3,2,0,0,0,1,0,0,0,1,0,0,0,0,32,2.94
Winter 2015,SOC,360,1,SWS Social Psych: Soc View,"Kennedy, Devereaux J",8,9,2,1,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,25,3.59
Winter 2015,SOC,360,2,SWS Social Psych: Soc View,"Kennedy, Devereaux J",10,6,2,3,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,26,3.54
Winter 2015,SOC,366,1,Am Soc & Media,"Burns-Ardolino, Wendy",4,5,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14,3.65
Winter 2015,SOC,380,1,Sociology of Human Rights,"Yidana, Richard J",2,2,3,6,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,18,2.98
Winter 2015,SOC,382,1,Race and Ethnicity,"Malaret, Dennis",4,3,5,1,4,5,5,4,1,1,0,0,1,0,0,0,0,0,0,34,2.67
Winter 2015,SOC,382,2,Race and Ethnicity,"Brame, Walter M",7,7,3,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,21,3.44
Winter 2015,SOC,382,3,SWS Race and Ethnicity,"Stewart, Jennifer",5,3,6,5,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,24,3.17
Winter 2015,SOC,384,1,Soc of Drug Use and Abuse,"Malaret, Dennis",1,8,5,5,6,3,1,3,1,0,1,0,1,0,0,0,0,0,0,35,2.84
Winter 2015,SOC,384,2,Soc of Drug Use and Abuse,"Malaret, Dennis",1,6,11,1,4,5,2,4,1,0,0,0,0,0,0,0,0,0,0,35,2.85
Winter 2015,SOC,384,3,Soc of Drug Use and Abuse,"Verschaeve, Joseph M",4,6,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,3.75
Winter 2015,SOC,384,4,Soc of Drug Use and Abuse,"Hendricks, Daniel P",2,0,2,6,4,1,0,2,0,1,1,0,0,0,0,0,0,0,0,19,2.64
Winter 2015,SOC,385,1,Social Class Inequality,"Phillips, Brian",0,3,3,1,1,1,2,0,2,3,2,2,0,0,0,0,0,0,0,20,2.14
Winter 2015,SOC,386,1,Death and Dying,"Boudreaux, Cheryl A",4,10,10,5,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,35,3.25
Winter 2015,SOC,388,1,Middle Age and Aging,"Underwood, Kimberly J",15,7,4,3,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,33,3.44
Winter 2015,SOC,401,1,Contemp Sociological Theory,"Kennedy, Devereaux J",10,7,2,0,2,0,0,1,0,0,1,1,0,0,1,0,0,0,0,25,3.46
Winter 2015,SOC,401,2,Contemp Sociological Theory,"Battani, Marshall",5,6,4,5,2,0,2,2,0,0,0,0,1,0,0,0,0,0,0,27,3.2
Winter 2015,SOC,495,1,SWS Sociology Capstone,"Stewart, Jennifer",7,7,4,5,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,29,3.33
Winter 2015,SPA,101,1,Elementary Spanish I,"Olivares, Amy Christi",2,8,2,4,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,21,3.25
Winter 2015,SPA,101,2,Elementary Spanish I,"Espitia Fonseca, Hect",6,5,4,6,1,1,3,0,0,0,2,0,1,0,0,0,0,0,0,29,3.03
Winter 2015,SPA,101,3,Elementary Spanish I,"Mather, Sarah",9,5,5,1,5,1,0,1,0,0,1,0,2,0,0,0,0,0,0,30,3.27
Winter 2015,SPA,101,4,Elementary Spanish I,"Houbeck, Elizabeth K",18,4,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,27,3.62
Winter 2015,SPA,101,5,Elementary Spanish I,"Crouse, Rachel Lynn",17,3,1,5,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,30,3.41
Winter 2015,SPA,102,1,Elementary Spanish II,"Villatoro, Daphne A",6,4,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13,3.71
Winter 2015,SPA,102,2,Elementary Spanish II,"Olivares, Amy Christi",6,2,4,4,5,3,2,0,1,0,1,0,0,0,0,0,0,0,0,28,2.94
Winter 2015,SPA,102,3,Elementary Spanish II,"Cid, Ernesto",5,5,3,2,1,0,1,1,0,0,0,0,2,0,0,0,0,0,0,20,3.38
Winter 2015,SPA,102,4,Elementary Spanish II,"Mather, Sarah",5,1,3,6,0,1,4,2,2,2,1,0,2,0,0,0,0,0,0,29,2.59
Winter 2015,SPA,102,5,Elementary Spanish II,"Fernandez-Tardani, Sa",5,5,2,3,3,1,0,1,0,0,0,0,1,0,0,0,0,0,0,21,3.31
Winter 2015,SPA,102,6,Elementary Spanish II,"Houbeck, Elizabeth K",14,5,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,3.6
Winter 2015,SPA,102,7,Elementary Spanish II,"Olivares, Amy Christi",9,2,2,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21,3.48
Winter 2015,SPA,102,8,Elementary Spanish II,"Houbeck, Elizabeth K",8,5,2,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,20,3.37
Winter 2015,SPA,150,1,Intensive Elementary Spanish,"Mather, Sarah",2,1,4,2,0,0,1,0,0,1,2,0,1,0,0,0,0,0,0,14,2.61
Winter 2015,SPA,150,2,Intensive Elementary Spanish,"Houbeck, Elizabeth K",3,3,3,1,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,17,3.19
Winter 2015,SPA,150,3,Intensive Elementary Spanish,"Faber, Carol E",1,5,4,2,6,3,2,1,0,0,3,0,1,0,0,0,0,0,0,28,2.61
Winter 2015,SPA,201,1,Intermediate Spanish I,"Fernandez-Tardani, Sa",5,4,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,16,3.29
Winter 2015,SPA,201,2,Intermediate Spanish I,"Fernandez-Tardani, Sa",8,6,6,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,28,3.44
Winter 2015,SPA,201,3,Intermediate Spanish I,"Olivares, Amy Christi",4,5,2,6,3,1,2,1,0,1,3,0,0,0,0,0,0,0,0,28,2.72
Winter 2015,SPA,201,4,Intermediate Spanish I,"Matthews, Sarah K",7,3,7,1,1,0,3,0,0,0,0,0,2,0,0,0,0,0,0,24,3.36
Winter 2015,SPA,201,5,Intermediate Spanish I,"Crouse, Rachel Lynn",13,3,9,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,30,3.55
Winter 2015,SPA,201,6,Intermediate Spanish I,"Fuchs, Kevin",14,4,2,4,1,1,1,2,0,1,0,0,0,0,0,0,0,0,0,30,3.36
Winter 2015,SPA,201,7,Intermediate Spanish I,"Crouse, Rachel Lynn",10,7,3,0,4,3,2,0,1,0,0,0,1,0,0,0,0,0,0,31,3.29
Winter 2015,SPA,201,8,Intermediate Spanish I,"Yen, Huei Lan",1,5,5,5,4,1,2,0,0,1,0,0,0,0,0,0,0,0,0,24,3
Winter 2015,SPA,201,9,Intermediate Spanish I,"Banashak, Jeanette",5,9,2,2,8,1,2,0,0,1,0,0,0,0,0,0,0,0,0,30,3.16
Winter 2015,SPA,201,10,Intermediate Spanish I,"Fuchs, Kevin",8,3,5,4,5,1,2,1,0,0,0,0,0,0,0,0,0,0,0,29,3.21
Winter 2015,SPA,202,2,Intermediate Spanish II,"Espitia Fonseca, Hect",3,4,3,1,0,2,1,0,0,0,1,0,1,0,0,0,0,0,0,16,3.09
Winter 2015,SPA,202,3,Intermediate Spanish II,"Cid, Ernesto",13,11,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,29,3.7
Winter 2015,SPA,202,4,Intermediate Spanish II,"Castellanos, Maria Re",15,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3.83
Winter 2015,SPA,202,5,Intermediate Spanish II,"Silvestre, Carlos D",8,2,5,4,4,1,0,0,0,0,0,0,3,0,0,0,0,0,0,27,3.38
Winter 2015,SPA,202,6,Intermediate Spanish II,"Frazier, Jennie L",5,4,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3.46
Winter 2015,SPA,202,7,Intermediate Spanish II,"Cid, Ernesto",4,7,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3.39
Winter 2015,SPA,300,1,Reading and Telling Stories,"Serrata, Medar D",6,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3.73
Winter 2015,SPA,300,2,Reading and Telling Stories,"Yancey, Jason E",3,6,1,5,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,19,3.34
Winter 2015,SPA,300,3,Reading and Telling Stories,"Banashak, Jeanette",6,4,0,4,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,20,3.36
Winter 2015,SPA,304,1,Spanish for Health Profession,"Villatoro, Daphne A",11,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3.74
Winter 2015,SPA,304,2,Spanish for Health Profession,"Villatoro, Daphne A",16,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18,3.92
Winter 2015,SPA,306,1,Spanish for Business,"Robles, Leandro M",3,3,5,6,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,19,3.39
Winter 2015,SPA,308,1,Spanish Phonetics,"Watts, Keith E",1,2,2,8,2,0,0,2,0,3,0,0,0,0,0,0,0,0,0,20,2.69
Winter 2015,SPA,308,2,Spanish Phonetics,"Diaz, Olga Lucia",4,3,0,2,3,1,0,1,0,0,0,0,2,0,0,0,0,0,0,16,3.23
Winter 2015,SPA,309,1,Advanced Spanish Grammar,"Fox, Laura A",8,1,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3.53
Winter 2015,SPA,309,2,Advanced Spanish Grammar,"Watts, Keith E",3,3,3,5,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,18,3.17
Winter 2015,SPA,310,1,Spanish Civ & Culture,"Wright, Diane M",2,3,1,6,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,17,3.23
Winter 2015,SPA,312,1,Span Amer/Civ & Cult 2,"Moret, Zulema E",0,3,2,2,2,0,0,0,0,0,1,0,1,0,3,0,0,0,0,14,2.91
Winter 2015,SPA,313,1,U.S. Latino/a Civ & Cult,"Fortes Gonzalez, Mayr",4,5,4,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,19,3.23
Winter 2015,SPA,313,2,U.S. Latino/a Civ & Cult,"Fortes Gonzalez, Mayr",4,3,1,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,16,3.11
Winter 2015,SPA,321,1,Spa Conv/Comp 1,"Yancey, Jason E",3,2,3,7,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,20,3.17
Winter 2015,SPA,321,2,Spa Conv/Comp 1,"Fox, Laura A",1,8,1,2,1,1,4,0,0,0,0,0,1,0,0,0,0,0,0,19,3.11
Winter 2015,SPA,321,3,Spa Conv/Comp 1,"Matthews, Sarah K",3,6,2,1,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,18,3.18
Winter 2015,SPA,321,4,Spa Conv/Comp 1,"Yancey, Jason E",2,4,2,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,18,3.14
Winter 2015,SPA,321,5,Spa Conv/Comp 1,"Castellanos, Maria Re",11,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3.78
Winter 2015,SPA,322,1,Spa Conv/Comp 2,"Matthews, Sarah K",4,8,3,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18,3.58
Winter 2015,SPA,322,2,Spa Conv/Comp 2,"Yen, Huei Lan",0,3,5,2,4,2,1,0,0,0,0,0,1,0,0,0,0,0,0,18,3
Winter 2015,SPA,322,3,Spa Conv/Comp 2,"Matthews, Sarah K",1,6,2,4,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,18,2.99
Winter 2015,SPA,322,4,Spa Conv/Comp 2,"Banashak, Jeanette",0,6,1,5,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,16,3.19
Winter 2015,SPA,322,5,Spa Conv/Comp 2,"Lara, Jose Isaac",1,3,3,3,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,14,3.16
Winter 2015,SPA,322,6,Spa Conv/Comp 2,"Serrata, Medar D",4,3,5,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3.33
Winter 2015,SPA,331,1,Survey of Spanish Literature,"Wright, Diane M",3,4,0,2,1,2,0,2,1,2,0,0,0,0,0,0,0,0,0,17,2.75
Winter 2015,SPA,335,1,Intro Spanish Linguistics,"Watts, Keith E",5,3,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3.39
Winter 2015,SPA,360,1,Hispanic Culture & Society,"Lara, Jose Isaac",3,5,2,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3.34
Winter 2015,SPA,380,1,,"Hambleton, Rebecca S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,.
Winter 2015,SPA,420,1,Topics Early Span Lit,"Wright, Diane M",3,3,2,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14,3.44
Winter 2015,SPA,495,1,Cross-National Lit Movements,"Yen, Huei Lan",1,7,1,3,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,17,3.24
Winter 2015,SST,309,1,Soc Stud for Elem Teachers,"Laninga, Susan L",18,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23,3.74
Winter 2015,SST,309,2,Soc Stud for Elem Teachers,"Laninga, Susan L",15,3,2,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,25,3.7
Winter 2015,SST,309,3,Soc Stud for Elem Teachers,"Laninga, Susan L",21,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,25,3.86
Winter 2015,SST,309,4,Soc Stud for Elem Teachers,"Laninga, Susan L",17,2,2,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,25,3.55
Winter 2015,SST,310,1,Strategies: SST Teachers,"Zwart, David E",8,5,5,4,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,25,3.4
Winter 2015,SST,310,2,Strategies: SST Teachers,"Andrews, Gordon P",11,6,6,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,3.6
Winter 2015,SST,495,1,Educ in Plural Societies,"Zwart, David E",3,5,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,14,3.59
Winter 2015,SST,495,2,Educ in Plural Societies,"Cooley, Richard L",13,3,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,3.81
Winter 2015,STA,215,1,Intro Applied Statistics,"McElhaney, Lori J",5,5,2,4,3,2,1,3,1,1,0,0,2,0,0,0,0,0,0,29,2.93
Winter 2015,STA,215,2,Intro Applied Statistics,"Fox, Jackson D",10,4,2,1,3,3,1,2,1,1,0,0,3,0,0,0,0,0,0,31,3.11
Winter 2015,STA,215,3,Intro Applied Statistics,"Lamps, Dale",9,1,2,4,2,2,1,1,2,2,3,0,2,0,0,0,0,0,0,31,2.64
Winter 2015,STA,215,4,Intro Applied Statistics,"Fox, Jackson D",4,8,1,4,3,1,3,0,2,1,1,0,2,0,0,0,0,0,0,30,2.89
Winter 2015,STA,215,5,Intro Applied Statistics,"Anderson, Kirk W",11,7,1,2,1,2,2,1,1,1,1,0,1,0,0,0,0,0,0,31,3.15
Winter 2015,STA,215,6,Intro Applied Statistics,"McElhaney, Lori J",3,0,4,3,4,2,4,4,2,3,2,0,0,0,0,0,0,0,0,31,2.26
Winter 2015,STA,215,7,Intro Applied Statistics,"Bergakker, Becky L",7,8,0,4,2,1,2,0,1,1,2,0,2,0,0,0,0,0,0,30,2.99
Winter 2015,STA,215,8,Intro Applied Statistics,"Hower, Jennifer",16,2,2,6,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,31,3.27
Winter 2015,STA,215,9,Intro Applied Statistics,"Mathews, Telma H",2,5,4,6,4,2,2,0,2,0,0,0,3,0,0,0,0,0,0,30,2.95
Winter 2015,STA,215,10,Intro Applied Statistics,"Jinn, Jann-Huei",1,3,7,6,4,2,4,2,1,0,0,0,0,0,0,0,0,0,0,30,2.81
Winter 2015,STA,215,11,Intro Applied Statistics,"Zeitler, David",3,4,1,3,1,4,0,3,3,4,4,0,1,0,0,0,0,0,0,31,2.13
Winter 2015,STA,215,12,Intro Applied Statistics,"Lamps, Dale",5,4,1,4,3,2,1,2,2,1,2,0,4,0,0,0,0,0,0,31,2.66
Winter 2015,STA,215,13,Intro Applied Statistics,"Stephenson, Patricia",5,3,0,5,4,1,3,1,0,2,2,0,4,0,0,0,0,0,0,30,2.65
Winter 2015,STA,215,14,Intro Applied Statistics,"Hahn, Lora J",3,2,1,4,0,7,3,2,1,3,5,0,0,0,0,0,0,0,0,31,2.08
Winter 2015,STA,215,15,Intro Applied Statistics,"Fox, Jackson D",17,3,2,4,0,1,1,0,1,0,2,0,0,0,0,0,0,0,0,31,3.33
Winter 2015,STA,215,16,Intro Applied Statistics,"Bergakker, Becky L",5,6,2,5,5,1,3,1,1,0,1,0,0,0,0,0,0,0,0,30,2.95
Winter 2015,STA,215,17,Intro Applied Statistics,"Hower, Jennifer",16,5,1,5,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,31,3.51
Winter 2015,STA,215,18,Intro Applied Statistics,"Fox, Jackson D",8,7,3,6,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,31,3.25
Winter 2015,STA,215,19,Intro Applied Statistics,"Hahn, Lora J",3,4,0,3,5,6,2,2,1,2,3,0,0,0,0,0,0,0,0,31,2.38
Winter 2015,STA,215,20,Intro Applied Statistics,"Hower, Jennifer",11,2,4,2,3,4,2,0,1,0,2,0,0,0,0,0,0,0,0,31,3.01
Winter 2015,STA,215,21,Intro Applied Statistics,"Gabrosek, John G",5,5,4,6,0,0,6,0,0,0,2,0,1,0,0,0,0,0,0,29,2.92
Winter 2015,STA,215,22,Intro Applied Statistics,"Hahn, Lora J",5,4,3,5,2,0,2,1,0,2,2,0,2,0,0,0,0,0,0,28,2.8
Winter 2015,STA,215,23,Intro Applied Statistics,"Mathews, Telma H",1,3,7,4,0,4,3,1,0,0,6,0,0,0,0,0,0,0,0,29,2.31
Winter 2015,STA,215,24,Intro Applied Statistics,"Hahn, Lora J",3,3,2,4,2,3,1,2,4,2,2,0,3,0,0,0,0,0,0,31,2.38
Winter 2015,STA,215,25,Intro Applied Statistics,"Bergakker, Becky L",4,3,2,5,4,2,5,1,2,0,0,0,0,0,0,0,0,0,0,28,2.8
Winter 2015,STA,215,26,Intro Applied Statistics,"Zeitler, David",8,6,3,3,1,1,1,1,1,1,2,0,3,0,0,0,0,0,0,31,3
Winter 2015,STA,215,27,Intro Applied Statistics,"Luttenton, Mary K",12,3,7,2,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,31,3.31
Winter 2015,STA,215,28,Intro Applied Statistics,"Mathews, Telma H",10,3,4,1,1,2,1,0,1,0,4,0,3,0,0,0,0,0,0,30,2.89
Winter 2015,STA,215,29,Intro Applied Statistics,"Helmholdt, Eric J",11,4,1,5,2,1,1,2,1,0,4,0,0,0,0,0,0,0,0,32,2.86
Winter 2015,STA,215,30,Intro Applied Statistics,"Stephenson, Patricia",6,2,2,2,2,6,0,3,0,1,3,0,4,0,0,0,0,0,0,31,2.57
Winter 2015,STA,215,31,Intro Applied Statistics,"Stephenson, Patricia",8,2,2,2,1,4,1,2,0,2,2,0,5,0,0,0,0,0,0,31,2.74
Winter 2015,STA,215,32,Intro Applied Statistics,"Bergakker, Becky L",7,2,3,4,5,1,4,0,1,0,1,0,1,0,0,0,0,0,0,29,2.94
Winter 2015,STA,215,33,Intro Applied Statistics,"Grauzer, Jeffrey M",17,5,2,4,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,31,3.5
Winter 2015,STA,215,34,Intro Applied Statistics,"Hahn, Lora J",2,2,2,5,2,4,2,0,3,1,7,0,1,0,0,0,0,0,0,31,2.02
Winter 2015,STA,215,35,Intro Applied Statistics,"Luttenton, Mary K",11,1,4,4,2,2,2,1,2,1,2,0,0,0,0,0,0,0,0,32,2.88
Winter 2015,STA,215,36,Intro Applied Statistics,"Jones, John W",15,4,2,7,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,32,3.46
Winter 2015,STA,215,37,Intro Applied Statistics,"Bergakker, Becky L",9,7,2,2,4,1,3,0,0,0,3,0,0,0,0,0,0,0,0,31,3.02
Winter 2015,STA,215,38,Intro Applied Statistics,"Grauzer, Jeffrey M",17,4,0,5,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,31,3.45
Winter 2015,STA,215,39,Intro Applied Statistics,"Helmholdt, Eric J",2,6,6,6,2,1,2,0,2,1,2,0,0,0,0,0,0,0,0,30,2.78
Winter 2015,STA,215,40,Intro Applied Statistics,"Smythe, Gail",3,5,2,4,4,4,0,6,0,1,2,0,0,0,0,0,0,0,0,31,2.59
Winter 2015,STA,215,41,Intro Applied Statistics,"Jones, John W",12,6,3,2,1,1,1,2,1,1,1,0,0,0,0,0,0,0,0,31,3.19
Winter 2015,STA,215,42,Intro Applied Statistics,"Smythe, Gail",3,5,6,3,6,4,0,3,0,1,0,0,0,0,0,0,0,0,0,31,2.93
Winter 2015,STA,215,43,Intro Applied Statistics,"Grauzer, Jeffrey M",10,3,4,2,4,1,2,0,0,2,1,0,1,0,1,0,0,0,0,31,3.08
Winter 2015,STA,215,44,Intro Applied Statistics,"Adrian, Daniel Wright",6,2,3,5,3,3,2,3,3,0,0,0,0,0,0,0,0,0,0,30,2.81
Winter 2015,STA,215,45,Intro Applied Statistics,"Petroelje, Wayne",9,7,4,6,0,1,4,0,0,0,0,0,1,0,0,0,0,0,0,32,3.34
Winter 2015,STA,215,46,Intro Applied Statistics,"Luttenton, Mary K",4,4,4,4,3,2,1,3,3,2,1,0,2,0,0,0,0,0,0,33,2.64
Winter 2015,STA,215,47,Intro Applied Statistics,"Jinn, Jann-Huei",2,5,5,6,3,4,1,2,0,1,1,0,2,0,0,0,0,0,0,32,2.82
Winter 2015,STA,215,48,Intro Applied Statistics,"Jinn, Jann-Huei",4,6,4,5,4,3,0,1,0,1,0,0,0,0,0,0,0,0,0,28,3.1
Winter 2015,STA,215,49,Intro Applied Statistics,"Helmholdt, Eric J",5,4,5,6,1,3,3,1,0,0,2,0,0,0,0,0,0,0,0,30,2.89
Winter 2015,STA,215,50,Intro Applied Statistics,"Kinlaw, Michael",13,4,2,2,0,1,3,2,1,0,3,0,1,0,0,0,0,0,0,32,2.98
Winter 2015,STA,215,51,Intro Applied Statistics,"Lievense, Robert",8,2,3,7,0,1,2,0,0,1,2,0,0,0,0,0,0,0,0,26,2.98
Winter 2015,STA,215,52,Intro Appl Statistics (Honors),"Anderson, Kirk W",15,3,3,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,25,3.63
Winter 2015,STA,215,53,Intro Applied Statistics,"McElhaney, Lori J",6,2,3,9,2,1,3,3,0,0,0,0,1,0,0,0,0,0,0,30,3
Winter 2015,STA,215,54,Intro Applied Statistics,"Grauzer, Jeffrey M",12,4,1,6,1,1,1,0,1,0,1,0,2,0,0,0,0,0,0,30,3.3
Winter 2015,STA,215,55,Intro Applied Statistics,"Stephenson, Patricia",5,2,1,3,4,2,1,1,2,0,2,0,8,0,0,0,0,0,0,31,2.67
Winter 2015,STA,216,1,Intermediate Applied Stats,"Frobish, Daniel J",4,3,5,5,2,1,2,1,0,0,1,0,1,0,0,0,0,0,0,25,3
Winter 2015,STA,216,2,Intermediate Applied Stats,"Frobish, Daniel J",3,2,0,2,2,2,3,1,1,2,2,0,4,0,0,0,0,0,0,24,2.32
Winter 2015,STA,216,3,Intermediate Applied Stats,"Adrian, Daniel Wright",6,1,1,4,1,2,1,2,2,0,3,0,2,0,0,0,0,0,0,25,2.53
Winter 2015,STA,216,4,Intermediate Applied Stats,"Adrian, Daniel Wright",5,1,2,3,0,1,0,2,4,1,3,0,3,0,0,0,0,0,0,25,2.33
Winter 2015,STA,216,5,Intermediate Applied Stats,"Otieno, Bennett S",5,2,2,7,3,1,4,1,0,1,0,0,1,0,0,0,0,0,0,27,2.93
Winter 2015,STA,220,10,Statistical Modeling for EGR,"Kapitula, Laura Ring",6,1,2,4,7,0,4,1,0,0,1,0,2,0,0,0,0,0,0,28,2.88
Winter 2015,STA,220,30,Statistical Modeling for EGR,"Reischman, Diann",4,1,0,2,4,2,3,0,0,1,3,0,0,0,0,0,0,0,0,20,2.41
Winter 2015,STA,220,40,Statistical Modeling for EGR,"Kapitula, Laura Ring",3,2,6,5,4,4,1,3,0,0,0,0,0,0,0,0,0,0,0,28,2.9
Winter 2015,STA,220,50,Statistical Modeling for EGR,"Reischman, Diann",3,3,2,3,1,5,4,0,0,3,0,0,2,0,0,0,0,0,0,26,2.66
Winter 2015,STA,220,60,Statistical Modeling for EGR,"Kapitula, Laura Ring",4,3,0,5,1,4,1,0,0,0,1,0,4,0,0,0,0,0,0,23,2.95
Winter 2015,STA,220,70,Statistical Modeling for EGR,"Richardson, Mary G",0,2,2,3,2,4,3,0,0,1,3,0,3,0,0,0,0,0,0,23,2.23
Winter 2015,STA,220,90,Statistical Modeling for EGR,"Reischman, Diann",4,1,0,4,1,5,2,0,0,2,4,0,1,0,0,0,0,0,0,24,2.26
Winter 2015,STA,301,1,Questionnaire Design/Execution,"Rogness, Neal T",12,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3.75
Winter 2015,STA,311,1,Intro to Survey Sampling,"Rogness, Neal T",6,5,5,3,3,2,1,0,0,2,0,0,0,0,0,0,0,0,0,27,3.14
Winter 2015,STA,311,3,Intro to Survey Sampling,"Rogness, Neal T",7,8,1,1,3,2,3,1,1,0,0,0,0,0,0,0,0,0,0,27,3.17
Winter 2015,STA,312,1,Probability and Statistics,"Curtiss, Phyllis",7,6,1,9,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,29,3.26
Winter 2015,STA,312,2,Probability and Statistics,"Curtiss, Phyllis",7,3,3,8,2,2,0,1,2,1,1,0,0,0,0,0,0,0,0,30,2.94
Winter 2015,STA,315,1,Design of Experiments,"Stephenson, Paul L",8,4,1,2,3,0,3,1,0,0,0,0,1,0,1,0,0,0,0,24,3.27
Winter 2015,STA,317,1,Nonparametric Statistics,"Curtiss, Phyllis",7,2,3,6,2,0,2,2,0,0,0,0,2,0,0,0,0,0,0,26,3.17
Winter 2015,STA,318,1,Statistical Computing,"Otieno, Bennett S",18,3,1,3,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,29,3.62
Winter 2015,STA,319,1,SWS Statistics Project,"Gabrosek, John G",6,1,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3.44
Winter 2015,STA,319,2,SWS Statistics Project,"Gabrosek, John G",12,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3.79
Winter 2015,STA,340,1,Statistics in the Media,"Anderson, Kirk W",7,1,2,2,3,1,0,1,0,0,0,0,1,0,0,0,0,0,0,18,3.32
