Term,Course Code,Course Number,Section Number,Title,Instructor,A,A-,B+,B,B-,C+,C,C-,D+,D,F,I,W,AU,CR,NC,X,NR,IP,Total,GPA
Fall 2015,HST,339,1,Modern Iran,"Lingwood, Chad G",0,3,10,2,2,0,3,0,0,0,1,0,0,0,0,0,0,0,0,21,2.93
Fall 2015,HST,350,1,Ancient Greece,"Morison, William S",7,7,2,2,2,1,2,2,0,2,1,0,1,0,0,0,0,0,0,29,2.99
Fall 2015,HST,370,1,SWS Hst of Medicine and Health,"Shapiro Shapin, Carol",14,7,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,30,3.59
Fall 2015,HST,370,2,SWS Hst of Medicine and Health,"Shapiro Shapin, Carol",8,8,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,3.54
Fall 2015,HST,371,1,Hist of Amer Teens/Young Adult,"Tripp, Steve E",8,3,2,1,1,1,1,0,0,1,0,0,3,0,0,0,0,0,0,21,3.37
Fall 2015,HST,372,1,From Slavery to Freedom,"Stark, David M",3,3,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3.31
Fall 2015,HST,376,1,History of Witch Hunts,"Coolidge, Grace E",6,3,2,5,3,0,3,0,0,2,3,0,3,0,0,0,0,0,0,30,2.7
Fall 2015,HST,377,1,History of Warfare,"Smither, James R",6,6,2,3,1,1,0,0,0,0,4,1,3,0,0,0,0,0,0,27,2.9
Fall 2015,HST,378,1,Contest Human Rights,"Galbraith, Gretchen R",7,10,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,23,3.72
Fall 2015,HST,386,1,20th Century Europe,"Crouthamel, Jason P",4,2,8,5,3,3,2,1,0,0,0,0,2,0,0,0,0,0,0,30,3.05
Fall 2015,HST,495,1,History and the Cultural Turn,"Murphy, Paul",1,2,2,3,2,2,1,0,0,0,1,0,3,0,0,0,0,0,0,17,2.79
Fall 2015,HTM,101,1,Intro to HTM,"Scantlebury, Michael",11,17,8,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,40,3.66
Fall 2015,HTM,101,2,Intro to HTM,"Jack, Kristen T",5,11,8,4,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,40,3.28
Fall 2015,HTM,101,3,Intro to HTM,"Tuma, Lorie A",31,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,3.87
Fall 2015,HTM,101,4,Intro to HTM,"Tuma, Lorie A",36,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,3.9
Fall 2015,HTM,175,1,Intl Food and Culture,"Adams Bousson, Alliso",8,4,3,3,3,0,1,0,0,0,1,0,0,0,1,0,0,0,0,24,3.3
Fall 2015,HTM,175,2,Intl Food and Culture,"Adams Bousson, Alliso",3,4,5,4,1,2,0,1,0,1,0,1,2,0,0,0,0,0,0,24,3.11
Fall 2015,HTM,175,3,Intl Food and Culture,"Baker-Clark, Charles",9,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,3.73
Fall 2015,HTM,175,4,Intl Food and Culture,"Baker-Clark, Charles",3,9,6,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,22,3.35
Fall 2015,HTM,175,5,Intl Food and Culture,"Adams Bousson, Alliso",4,3,1,4,6,0,3,1,1,0,1,0,0,0,0,0,0,0,0,24,2.82
Fall 2015,HTM,190,1,Field Preparation,"Rangel, Alexis Lea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,21,.
Fall 2015,HTM,190,2,Field Preparation,"Wacker, Megan Ann",0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,23,.
Fall 2015,HTM,190,3,Field Preparation,"Lemke, Marcie A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,0,0,0,21,.
Fall 2015,HTM,190,4,Field Preparation,"Jack, Kristen T",0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,23,.
Fall 2015,HTM,202,1,International Tourism,"Gleason, Mark P",21,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,27,3.85
Fall 2015,HTM,202,2,International Tourism,"Gleason, Mark P",15,8,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,28,3.83
Fall 2015,HTM,202,3,International Tourism,"Gleason, Mark P",16,8,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,27,3.77
Fall 2015,HTM,213,1,Intro Food & Beverage Mgmt,"Kelbel, Laurie",5,4,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,3.68
Fall 2015,HTM,213,2,Intro Food & Beverage Mgmt,"Kelbel, Laurie",8,10,3,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,27,3.45
Fall 2015,HTM,213,3,Intro Food & Beverage Mgmt,"Wykoski, Stacey L",14,5,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,24,3.74
Fall 2015,HTM,213,4,Intro Food & Beverage Mgmt,"Baker-Clark, Charles",10,8,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,26,3.7
Fall 2015,HTM,222,1,Intro to Lodging Management,"Zuber, Duane D",7,6,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19,3.57
Fall 2015,HTM,222,2,Intro to Lodging Management,"Zuber, Duane D",6,6,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18,3.64
Fall 2015,HTM,222,3,Intro to Lodging Management,"Sciarini, Michael P",7,5,8,4,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,27,3.38
Fall 2015,HTM,235,2,Tourism & Comm Rec Systms,"Rood, Scott",0,4,6,2,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,24,3
Fall 2015,HTM,240,1,Intro Meeting & Event Mgmt,"Zemmol, Gail A",2,6,6,3,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,23,3.07
Fall 2015,HTM,240,3,Intro Meeting & Event Mgmt,"Zemmol, Gail A",1,2,6,4,4,1,1,1,0,1,1,0,0,0,0,0,0,0,0,22,2.77
Fall 2015,HTM,250,10,Food Production & Kitchen Mgmt,"Robins, Robert R",0,1,1,1,0,1,2,1,2,2,1,0,0,0,0,0,0,0,0,12,1.88
Fall 2015,HTM,253,1,Convention Sales and Service,"Jack, Kristen T",3,7,2,5,2,2,1,2,0,0,0,0,2,0,0,0,0,0,0,26,3.12
Fall 2015,HTM,253,3,Convention Sales and Service,"Janes, Patricia Louis",5,8,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3.54
Fall 2015,HTM,268,1,Adventure Tourism,"Robins, Robert R",9,7,4,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,24,3.5
Fall 2015,HTM,268,2,Adventure Tourism,"Robins, Robert R",8,9,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24,3.66
Fall 2015,HTM,290,1,Field Experience I,"Stansbie, Amanda J",2,11,1,1,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,27,3.67
Fall 2015,HTM,318,1,Responsible Beverage Mgt,"Adams Bousson, Alliso",0,0,1,6,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,16,2.67
Fall 2015,HTM,323,1,Festival & Special Event Mgmt,"Zemmol, Gail A",5,9,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3.63
Fall 2015,HTM,323,2,Festival & Special Event Mgmt,"Tuma, Lorie A",12,2,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,3.62
Fall 2015,HTM,333,1,Hospitality Facilities Mgt,"McCready, Mark A",1,2,4,4,4,1,5,0,0,1,0,0,0,0,0,0,0,0,0,22,2.76
Fall 2015,HTM,343,1,SWS Human Resource Management,"Zemmol, Gail A",0,3,4,2,5,7,2,1,0,0,0,0,0,0,0,0,0,0,0,24,2.73
Fall 2015,HTM,343,2,SWS Human Resource Management,"Lipford, John W",1,5,5,10,3,1,0,0,0,1,0,0,1,0,0,0,0,0,0,27,3.09
Fall 2015,HTM,343,3,SWS Human Resource Management,"Lipford, John W",4,5,5,3,6,2,1,0,2,0,0,0,0,0,0,0,0,0,0,28,3.05
Fall 2015,HTM,361,1,Hospitality Law and Legis,"Lipford, John W",4,3,3,4,4,0,5,1,0,1,1,0,1,0,0,0,0,0,0,27,2.79
Fall 2015,HTM,361,2,Hospitality Law and Legis,"Lipford, John W",4,9,3,5,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,26,3.28
Fall 2015,HTM,361,3,Hospitality Law and Legis,"Gotch, Shawn",3,2,2,8,6,1,2,1,1,1,0,0,0,0,0,0,0,0,0,27,2.83
Fall 2015,HTM,368,1,Geotourism,"Gleason, Mark P",20,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,27,3.77
Fall 2015,HTM,373,1,Hospitality Info Analysis,"Zuber, Duane D",5,13,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,3.65
Fall 2015,HTM,373,2,Hospitality Info Analysis,"Zuber, Duane D",1,9,8,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,23,3.26
Fall 2015,HTM,373,3,Hospitality Info Analysis,"Sisson, Lisa G",5,8,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3.44
Fall 2015,HTM,373,4,Hospitality Info Analysis,"Sisson, Lisa G",5,3,2,4,4,2,1,2,0,0,0,0,0,0,0,0,0,0,0,23,3.07
Fall 2015,HTM,375,1,Hospitality & Tourism Research,"Scantlebury, Michael",2,15,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,23,3.64
Fall 2015,HTM,375,3,Hospitality & Tourism Research,"Scantlebury, Michael",3,9,2,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,18,3.52
Fall 2015,HTM,390,1,Field Experience II,"Stansbie, Amanda J",3,15,2,1,0,0,0,0,0,0,2,17,1,0,0,0,0,0,0,41,3.35
Fall 2015,HTM,440,1,Advanced Meeting & Event Mgmt,"Jack, Kristen T",5,9,5,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,3.48
Fall 2015,HTM,452,1,Hospitality Tourism Marketing,"Janes, Patricia Louis",11,1,4,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,3.49
Fall 2015,HTM,452,2,Hospitality Tourism Marketing,"Janes, Patricia Louis",11,3,4,4,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,26,3.37
Fall 2015,HTM,490,1,Senior Internship,"Stansbie, Amanda J",7,7,4,0,1,0,0,0,0,0,0,16,1,0,0,0,0,0,0,36,3.67
Fall 2015,HTM,495,1,Hospitality Management,"Rood, Scott",6,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3.72
Fall 2015,HTM,495,2,Hospitality Management,"Rood, Scott",3,3,2,2,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,15,2.91
Fall 2015,IDS,180,1,Interculture Comp/Study Abroad,"Selezneva, Elena",15,2,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,22,3.7
Fall 2015,IDS,180,3,Community Reading Project,"Wolverton, Maureen",16,4,0,0,0,1,0,1,0,1,2,0,0,0,0,0,0,0,0,25,3.35
Fall 2015,IDS,180,4,Sustainability as a Lifestyle,"Jakobcic, Yumiko Lea",26,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,29,3.96
Fall 2015,IDS,180,5,Perception of Asian Amer Women,"McKee, Kimberly D",6,1,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,12,3.37
Fall 2015,IDS,350,1,Civil Discourse,"Perhamus, Lisa M",8,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13,3.62
Fall 2015,IPE,407,1,Integrated Team Health Care,"Terry, Geraldine Jaco",20,12,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,3.7
Fall 2015,IPE,407,2,Integrated Team Health Care,"Terry, Geraldine Jaco",44,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,3.97
Fall 2015,IPE,507,5,Integrated Team Health Care,"Grapczynski, Cynthia",6,8,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3.63
Fall 2015,IPE,507,6,Integrated Team Health Care,"Grapczynski, Cynthia",16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3.95
Fall 2015,IR,495,1,SWS Intl Relations Capstone,"Diven, Polly J",4,4,6,5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,21,3.38
Fall 2015,IS,380,12,Study Abroad,"Hambleton, Rebecca S",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,115,0,0,116,.
Fall 2015,ITA,101,1,Elementary Italian I,"Licari, Gisella",7,6,6,3,3,0,0,1,0,1,0,0,1,0,0,0,0,0,0,28,3.33
Fall 2015,ITA,101,2,Elementary Italian I,"Licari, Gisella",4,6,2,3,5,3,0,0,0,0,1,0,1,0,0,0,0,0,0,25,3.09
Fall 2015,ITA,201,1,Intermediate Italian I,"Licari, Gisella",9,4,5,2,2,3,1,0,0,0,0,0,1,0,0,0,0,0,0,27,3.37
Fall 2015,ITC,100,1,Intro Intercultural Competence,"McClinton, Regina",8,4,2,3,3,0,0,1,1,0,1,0,1,0,0,0,0,0,0,24,3.2
Fall 2015,ITC,100,2,Intro Intercultural Competence,"McClinton, Regina",10,4,1,3,1,1,0,0,3,0,0,0,1,0,0,0,0,0,0,24,3.3
Fall 2015,ITC,100,3,Intro Intercultural Competence,"Peterson, Rachel M",17,2,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,24,3.67
Fall 2015,ITC,100,4,Intro Intercultural Competence,"McKee, Kimberly D",15,1,2,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,22,3.5
Fall 2015,ITC,100,5,Intro Intercultural Competence,"Ross-Davis, Yalonda M",13,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3.88
Fall 2015,JPN,101,1,Elementary Japanese I,"Sakakibara, Keiko",2,2,3,0,1,0,1,1,2,0,1,0,0,0,0,0,0,0,0,13,2.64
Fall 2015,JPN,101,2,Elementary Japanese I,"Herlands, Jason E",1,2,3,2,1,0,1,1,1,0,3,0,4,0,0,0,0,0,0,19,2.33
Fall 2015,JPN,101,3,Elementary Japanese I,"Sakakibara, Keiko",2,1,3,4,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,13,3.07
Fall 2015,JPN,102,1,Elementary Japanese II,"Herlands, Jason E",3,2,1,1,2,4,0,0,0,0,0,0,0,0,1,0,0,0,0,14,3.1
Fall 2015,JPN,201,1,Intermediate Japanese I,"Robinson, Jeremy R",6,0,1,7,0,1,1,4,0,1,1,0,0,0,0,0,0,0,0,22,2.75
Fall 2015,LAS,210,2,Exploring Latin America,"Huner, Michael Kennet",5,3,2,3,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,17,3.04
Fall 2015,LAT,101,1,Elementary Latin I,"Ham, Charles T",18,0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,3.76
Fall 2015,LAT,201,1,Intermediate Latin I,"Ham, Charles T",13,4,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,21,3.81
Fall 2015,LIB,100,1,Intro to Liberal Education,"Bailey, Colleen",6,7,7,1,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,30,3.3
Fall 2015,LIB,100,2,Intro to Liberal Education,"Thimmesch-Harpold, El",12,6,4,2,3,1,0,1,0,0,0,0,1,0,0,0,0,0,0,30,3.5
Fall 2015,LIB,100,3,Intro to Liberal Education,"Wolverton, Maureen",5,10,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,3.42
Fall 2015,LIB,100,4,Intro to Liberal Education,"Pettibone, Justin D",5,3,8,3,2,1,1,0,0,2,0,0,0,0,0,0,0,0,0,25,3.13
Fall 2015,LIB,100,5,Intro to Liberal Education,"Fauvel, Anne M",3,2,1,3,6,1,1,1,0,0,1,0,2,0,0,0,0,0,0,21,2.84
Fall 2015,LIB,100,6,Intro to Liberal Education,"Springer Selig, Barba",7,11,4,4,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,30,3.43
Fall 2015,LIB,100,7,Intro to Liberal Education,"Pettibone, Justin D",3,11,7,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,30,3.32
Fall 2015,LIB,100,8,Intro to Liberal Education,"Fairman, Katherine A",7,10,1,1,1,0,2,0,1,1,3,0,1,0,0,0,0,0,0,28,2.97
Fall 2015,LIB,100,9,Intro to Liberal Education,"Krohmer, Stanley F",10,12,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30,3.63
Fall 2015,LIB,100,11,Intro to Liberal Education,"Tibbe, LeaAnn",20,3,2,1,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,30,3.74
Fall 2015,LIB,100,12,Intro to Liberal Education,"Wolverton, Maureen",0,6,10,6,1,1,1,3,1,0,1,0,0,0,0,0,0,0,0,30,2.89
Fall 2015,LIB,100,14,Intro to Liberal Education,"Banashak, Jeanette",9,6,4,5,1,0,2,2,0,0,1,0,0,0,0,0,0,0,0,30,3.22
Fall 2015,LIB,100,15,Intro to Liberal Education,"Pettibone, Justin D",1,5,7,2,1,3,0,0,0,0,1,0,1,0,0,0,0,0,0,21,3.06
Fall 2015,LIB,100,16,Intro to Liberal Education,"Curtis, Rachel L",8,2,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15,3.67
Fall 2015,LIB,100,17,Intro to Liberal Education,"Springer Selig, Barba",14,4,8,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,30,3.56
Fall 2015,LIB,100,18,Intro to Liberal Education,"Krohmer, Stanley F",5,4,9,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,22,3.2
Fall 2015,LIB,100,19,Intro to Liberal Education,"Clark, Kelly J",2,8,4,10,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,30,3.1
Fall 2015,LIB,100,20,Intro to Liberal Education,"King, Sarah J",8,15,4,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,30,3.68
Fall 2015,LIB,100,21,Intro to Liberal Education,"Springer Selig, Barba",20,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24,3.87
Fall 2015,LIB,100,23,Intro to Liberal Education,"Wendland, Joel R",3,4,3,5,3,1,2,1,0,0,4,0,1,0,0,0,0,0,0,27,2.61
Fall 2015,LIB,100,25,Intro to Liberal Education,"Krohmer, Stanley F",7,14,1,3,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,30,3.18
Fall 2015,LIB,100,26,Intro to Liberal Education,"Wolverton, Maureen",5,8,3,6,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,26,3.34
Fall 2015,LIB,100,27,Intro to Liberal Education,"Pettibone, Justin D",14,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20,3.78
Fall 2015,LIB,201,1,Diversity in the United States,"Preston, Marilyn Jean",11,4,4,3,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,25,3.47
Fall 2015,LIB,201,2,Diversity in the United States,"Jameslyn, Jennifer",9,1,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,15,3.37
Fall 2015,LIB,201,3,SWS Diversity in the U.S.,"Yared, Christine A",3,1,4,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13,3.21
Fall 2015,LIB,201,4,Diversity in the United States,"Keegan, Cael",9,8,0,5,3,2,1,2,0,0,0,0,0,0,0,0,0,0,0,30,3.29
Fall 2015,LIB,201,5,Diversity in the United States,"Genovese, Peter",11,3,9,3,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,30,3.22
Fall 2015,LIB,201,6,Diversity in the U.S.,"Huddleston, Brett S",7,4,2,0,2,0,0,1,0,0,2,0,5,0,0,0,0,0,0,23,3.14
Fall 2015,LIB,201,7,Diversity in the United States,"Genovese, Peter",10,2,8,2,0,0,1,0,0,5,1,0,1,0,0,0,0,0,0,30,2.99
Fall 2015,LIB,201,8,Diversity in the United States,"Wendland, Joel R",20,6,3,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,35,3.68
Fall 2015,LIB,201,9,SWS Diversity in the US,"Hussain, ATM Azfar",13,8,5,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,29,3.72
Fall 2015,LIB,201,10,Diversity in the United States,"Kubik, Erica J",14,5,0,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,28,3.45
Fall 2015,LIB,201,11,Diversity in the United States,"Huddleston, Brett S",6,7,2,1,1,0,0,1,0,0,2,0,1,0,0,0,0,0,0,21,3.2
Fall 2015,LIB,201,13,Diversity in the United States,"Peterson, Rachel M",8,1,0,4,2,2,1,0,2,1,1,0,0,0,0,0,0,0,0,22,2.88
Fall 2015,LIB,201,14,SWS Diversity in the U. S.,"Stevenson, Robert L",20,6,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,30,3.87
Fall 2015,LIB,201,15,Diversity in the United States,"Keegan, Cael",11,5,4,4,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,28,3.47
Fall 2015,LIB,201,16,Diversity in the United States,"McKee, Kimberly D",3,0,1,3,2,1,1,1,0,1,1,0,1,0,0,0,0,0,0,15,2.62
Fall 2015,LIB,201,17,Diversity in the United States,"Gollannek, Eric F",24,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,30,3.88
Fall 2015,LIB,201,18,Diversity in the United States,"Lake, Danielle L",9,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3.83
Fall 2015,LIB,201,19,Diversity in the United States,"Senger, John M",3,3,1,1,1,1,3,0,1,1,0,0,5,0,0,0,0,0,0,20,2.85
Fall 2015,LIB,300,1,Jewish Scriptures & Traditions,"Kopperl, Sheldon",5,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3.74
Fall 2015,LIB,301,1,IDS Research Methods,"Preston, Marilyn Jean",10,7,3,4,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,27,3.34
Fall 2015,LIB,301,3,IDS Research Methods,"Wendland, Joel R",7,2,6,1,0,1,1,3,0,0,2,0,2,0,0,0,0,0,0,25,2.94
Fall 2015,LIB,310,1,Creativity,"Hussain, ATM Azfar",13,13,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,34,3.75
Fall 2015,LIB,310,2,Creativity,"Vlisides, James C",15,9,4,0,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0,34,3.6
Fall 2015,LIB,310,3,Creativity,"Hussain, ATM Azfar",12,18,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,35,3.65
Fall 2015,LIB,311,1,Meaning,"McKee, Kimberly D",8,5,4,0,3,2,1,1,0,0,0,0,4,0,0,0,0,0,0,28,3.34
Fall 2015,LIB,312,1,"Dialogue, Integration & Action","Lake, Danielle L",4,2,2,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,12,3.37
Fall 2015,LIB,312,2,"Dialogue, Integration & Action","Maodush-Pitzer, Diane",7,0,1,1,0,1,0,2,0,0,1,0,0,0,1,0,0,0,0,14,3.08
Fall 2015,LIB,314,1,SWS Life Journey,"Miller, Lance R",10,9,3,3,2,2,0,0,0,0,1,0,1,0,0,0,0,0,0,31,3.41
Fall 2015,LIB,314,2,SWS Life Journey,"Walker, Nancy E",4,3,2,3,2,1,1,0,0,0,0,0,3,0,1,0,0,0,0,20,3.28
Fall 2015,LIB,314,3,SWS Life Journey,"Arents, Ruth B",7,6,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,3.61
Fall 2015,LIB,314,4,SWS Life Journey,"Triezenberg, Christin",2,5,9,11,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,30,3.26
Fall 2015,LIB,314,5,SWS Life Journey,"Elbih, Randa N",17,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3.85
Fall 2015,LIB,314,6,SWS Life Journey,"Krohmer, Stanley F",10,7,7,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,29,3.61
Fall 2015,LIB,314,7,SWS Life Journeys,"Fitzpatrick, Regina C",8,8,8,1,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,30,3.47
Fall 2015,LIB,314,8,SWS Life Journey,"Guest, Margery J",11,5,2,3,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,25,3.48
Fall 2015,LIB,319,1,Human Traffic & Trafficking,"Gottlieb, Gabriele",7,3,0,2,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,15,3.62
Fall 2015,LIB,323,1,SWS Design Thinking,"Lake, Danielle L",6,5,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15,3.72
Fall 2015,LIB,325,1,LGBTQ Identities,"Preston, Marilyn Jean",11,2,2,1,1,0,1,0,0,2,0,0,1,0,0,0,0,0,0,21,3.39
Fall 2015,LIB,330,1,The Idea of Nature,"King, Sarah J",2,4,2,3,1,1,1,1,1,1,1,0,2,0,0,0,0,0,0,20,2.74
Fall 2015,LIB,335,1,Sacred Texts - Global Contexts,"Maodush-Pitzer, Diane",5,3,1,5,0,0,5,1,0,0,1,0,1,0,0,0,0,0,0,22,2.91
Fall 2015,LIB,335,2,Sacred Texts - Global Contexts,"Maodush-Pitzer, Diane",11,1,0,5,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,21,3.44
Fall 2015,LIB,335,3,Sacred Texts - Global Contexts,"Smith, Brent A",5,0,1,7,1,0,0,0,0,1,1,0,4,0,0,0,0,0,0,20,3
Fall 2015,LIB,341,1,Leadership for Social Change,"Whipps, Judy D",11,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,18,3.64
Fall 2015,LIB,342,1,Food Matters,"Fauvel, Anne M",7,6,4,4,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,25,3.33
Fall 2015,LIB,342,2,Food Matters,"Waterstripe, Kirk E",4,7,2,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,18,3.5
Fall 2015,LIB,366,1,Am Soc & Media,"Gollannek, Eric F",12,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3.91
Fall 2015,LIB,380,1,Leadership Portfolio Dev,"Whipps, Judy D",14,3,0,1,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,22,3.56
Fall 2015,LIB,400,1,Vis Thnkrs: Thich Nhat Hanh,"Wolverton, Maureen",8,7,2,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,21,3.31
Fall 2015,LIB,401,1,Vis Thnkrs: J. Brown/Douglass,"Peterson, Rachel M",11,4,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3.65
Fall 2015,LIB,401,2,Vis Thnkrs: Pete Seeger,"Maodush-Pitzer, Diane",10,1,0,5,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,19,3.26
Fall 2015,LIB,401,3,Vis Thnkrs: George W Carver,"Fauvel, Anne M",3,3,3,0,2,0,0,3,1,2,1,0,2,0,0,0,0,0,0,20,2.6
Fall 2015,LIB,495,1,SWS Senior Seminar (capstone),"Whipps, Judy D",2,4,1,1,1,1,1,1,0,0,2,0,1,0,0,0,0,0,0,15,2.7
Fall 2015,LIB,495,2,SWS Senior Seminar (capstone),"Shell-Weiss, Melanie",17,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19,3.98
